volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_count,country-code
264200,Leroboleng,Complex,2003,Indonesia,Indonesia,Lesser Sunda Islands,-8.365,122.833,1095,Subduction zone / Crustal thickness unknown,Eruption Observed,9164,26794,358627,896194,4,360
300530,Leutongey,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.306,159.827,1318,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,73,3497,0,643
320050,Level Mountain,Shield,Unknown,Canada,Canada and Western USA,Canada,58.42,-131.35,2190,Intraplate / Continental crust (>25 km),Evidence Uncertain,0,0,0,636,0,124
264180,Lewotobi,Stratovolcano,2003,Indonesia,Indonesia,Lesser Sunda Islands,-8.542,122.775,1703,Subduction zone / Crustal thickness unknown,Eruption Observed,18686,59084,284976,906184,24,360
360030,Liamuiga,Stratovolcano,160,Saint Kitts and Nevis,West Indies,West Indies,17.37,-62.8,1156,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,2009,7285,35138,141136,2,659
355092,Licancabur,Stratovolcano,Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Evidence Credible,10,86,1650,12389,0,0
352081,Licto,Pyroclastic cone,Unknown,Ecuador,South America,Ecuador,-1.78,-78.613,3336,Subduction zone / Continental crust (>25 km),Evidence Uncertain,250144,250144,333276,1806438,0,218
254010,Lihir,Compound,Unknown,Papua New Guinea,Melanesia and Australia,New Ireland,-3.125,152.642,700,Subduction zone / Crustal thickness unknown,Evidence Credible,959,2592,3562,32340,0,598
211042,Lipari,Stratovolcano,1230,Italy,Mediterranean and Western Asia,Italy,38.49,14.933,590,Subduction zone / Continental crust (>25 km),Eruption Dated,26049,28925,36059,1564043,1,380
370030,Ljosufjoll,Fissure vent(s),960,Iceland,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,Rift zone / Oceanic crust (< 15 km),Eruption Dated,713,713,1511,192797,0,352
357110,Llaima,Stratovolcano,2009,Chile,South America,Central Chile and Argentina,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Eruption Observed,86,811,18568,630458,55,152
266100,Lokon-Empung,Stratovolcano,2015,Indonesia,Indonesia,Sulawesi,1.358,124.792,1580,Subduction zone / Continental crust (>25 km),Eruption Observed,12183,75684,942160,1583346,31,360
252071,Lolo,Stratovolcano,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-5.466,150.509,796,Subduction zone / Continental crust (>25 km),Evidence Uncertain,5176,13925,35526,144334,0,598
252130,Lolobau,Caldera,1912,Papua New Guinea,Melanesia and Australia,New Britain,-4.92,151.158,858,Subduction zone / Continental crust (>25 km),Eruption Observed,7243,7243,9659,62340,4,598
255030,Loloru,Pyroclastic shield,-1050,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.52,155.62,1887,Subduction zone / Crustal thickness unknown,Eruption Dated,1,173,26075,97088,0,598
251050,Long Island,Complex,1993,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1280,Subduction zone / Continental crust (>25 km),Eruption Observed,172,2023,4017,78803,11,598
305050,Longgang Group,Pyroclastic cone,350,China,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,Intraplate / Continental crust (>25 km),Eruption Dated,34708,34708,197016,4407575,0,156
357100,Lonquimay,Stratovolcano,1990,Chile,South America,Central Chile and Argentina,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Eruption Observed,96,540,13635,504320,5,152
261111,Lubukraya,Stratovolcano,Unknown,Indonesia,Indonesia,Sumatra,1.478,99.209,1862,Subduction zone / Continental crust (>25 km),Evidence Uncertain,349,6931,445954,2208734,0,360
231040,"Lunayyir, Harrat",Volcanic field,1000,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,Intraplate / Continental crust (>25 km),Eruption Observed,234,234,234,61662,0,682
275020,Ly Son Group,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,15.38,109.12,157,Intraplate / Continental crust (>25 km),Evidence Credible,700,700,29181,2303467,0,704
242021,Macauley,Caldera,-4360,New Zealand,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,0,0,0,0,2,554
382120,Madeira,Shield,-4500,Portugal,Atlantic Ocean,Azores,32.73,-16.97,1862,Intraplate / Oceanic crust (< 15 km),Eruption Dated,209816,209816,215730,220977,0,620
272070,Mahagnao,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Central Philippines,10.882,124.888,860,Subduction zone / Continental crust (>25 km),Unrest / Holocene,11,4338,66949,827590,1,608
266110,Mahawu,Stratovolcano,1977,Indonesia,Indonesia,Sulawesi,1.352,124.865,1299,Subduction zone / Continental crust (>25 km),Eruption Observed,18618,111852,878193,1503109,7,360
357021,Maipo,Caldera,1912,Chile-Argentina,South America,Central Chile and Argentina,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Eruption Observed,3916,3916,8221,1684481,13,0
311310,Makushin,Stratovolcano,1995,United States,Alaska,Aleutian Islands,53.891,-166.923,1800,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,0,3437,3850,23,840
300140,Maly Semyachik,Caldera,1952,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,Subduction zone / Continental crust (>25 km),Eruption Observed,98,98,497,10182,7,643
323150,Mammoth Mountain,Lave dome,1260,United States,Canada and Western USA,USA (California),37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Eruption Dated,2220,6242,7745,77851,1,840
253021,Managlase Plateau,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.08,148.33,1342,Subduction zone / Continental crust (>25 km),Evidence Credible,5732,5732,14700,145917,0,598
251020,Manam,Stratovolcano,2020,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1807,Subduction zone / Continental crust (>25 km),Eruption Observed,1106,2553,24364,180402,45,598
221115,Manda Hararo,Shield,2009,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.17,40.82,600,Rift zone / Intermediate crust (15-25 km),Eruption Observed,191,857,7455,419204,2,231
221122,Manda-Inakir,Fissure vent(s),1928,Ethiopia-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,42.2,600,Rift zone / Intermediate crust (15-25 km),Eruption Observed,116,1130,15991,223924,1,0
272030,Mandalagan,Complex,Unknown,Philippines,Philippines and SE Asia,Central Philippines,10.65,123.25,1885,Subduction zone / Continental crust (>25 km),Unrest / Holocene,563,6491,765974,9390672,0,608
225006,Manzaz Volcanic Field,Pyroclastic cone,Unknown,Algeria,Africa and Red Sea,Africa (northern),23.92,5.83,1672,Intraplate / Continental crust (>25 km),Evidence Credible,1196,1196,1326,5278,0,12
261140,Marapi,Complex,2018,Indonesia,Indonesia,Sumatra,-0.38,100.474,2885,Subduction zone / Continental crust (>25 km),Eruption Observed,706,57453,818039,4059773,68,360
357092,"Mariñaqui, Laguna",Pyroclastic cone,Unknown,Chile,South America,Central Chile and Argentina,-38.255,-71.167,2108,Subduction zone / Continental crust (>25 km),Evidence Credible,95,314,4640,85612,0,152
234070,Marion Island,Shield,2004,South Africa,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,2,710
273081,Mariveles,Stratovolcano,-2050,Philippines,Philippines and SE Asia,Luzon,14.527,120.482,1388,Subduction zone / Continental crust (>25 km),Eruption Dated,903,48079,455154,25981912,0,608
327040,Markagunt Plateau,Volcanic field,1050,United States,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Evidence Credible,970,970,1887,186184,1,840
241061,Maroa,Caldera,180,New Zealand,New Zealand to Fiji,New Zealand,-38.42,176.08,897,Subduction zone / Continental crust (>25 km),Eruption Dated,117,532,27958,475588,0,554
225030,"Marra, Jebel",Volcanic field,-2000,Sudan,Africa and Red Sea,Africa (northern),12.95,24.27,3042,Intraplate / Continental crust (>25 km),Eruption Dated,638,8692,120061,983802,0,729
222021,Marsabit,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),2.32,37.97,1707,Rift zone / Continental crust (>25 km),Evidence Uncertain,16804,22677,49742,111322,0,404
312140,Martin,Stratovolcano,1953,United States,Alaska,Alaska Peninsula,58.172,-155.361,1863,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,0,914,2,840
285061,Maruyama,Stratovolcano,1898,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.418,143.031,2013,Subduction zone / Continental crust (>25 km),Eruption Observed,0,6,3682,1260920,1,392
344100,Masaya,Caldera,2020,Nicaragua,México and Central America,Nicaragua,11.985,-86.165,594,Subduction zone / Continental crust (>25 km),Eruption Observed,989888,989888,1914707,2926954,39,558
341031,Mascota Volcanic Field,Pyroclastic cone,Unknown,Mexico,México and Central America,Mexico,20.62,-104.83,2560,Subduction zone / Continental crust (>25 km),Evidence Credible,16293,16293,31760,1083467,0,484
285081,Mashu,Caldera,1080,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.572,144.561,857,Subduction zone / Continental crust (>25 km),Eruption Dated,9794,9794,25627,632919,1,392
258010,Matthew Island,Stratovolcano,1956,France,Melanesia and Australia,Pacific Ocean (southwestern),-22.33,171.32,177,Subduction zone / Crustal thickness unknown,Eruption Observed,1,1,1,1,7,250
271020,Matutum,Stratovolcano,1290,Philippines,Philippines and SE Asia,Mindanao,6.37,125.07,2286,Subduction zone / Continental crust (>25 km),Eruption Dated,855,10431,822372,5316209,2,608
357061,"Maule, Laguna del",Caldera,-50,Chile,South America,Central Chile and Argentina,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Eruption Dated,1045,1045,1521,169334,0,152
332030,Mauna Kea,Shield,-2460,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Intraplate / Oceanic crust (< 15 km),Eruption Dated,126,126,9950,166888,0,840
332020,Mauna Loa,Shield,1984,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Intraplate / Oceanic crust (< 15 km),Eruption Observed,45,45,1906,175315,59,840
241021,Mayor Island,Shield,-5060,New Zealand,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Subduction zone / Continental crust (>25 km),Eruption Dated,105,105,141,355290,0,554
320180,Meager,Complex,-410,Canada,Canada and Western USA,Canada,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Eruption Dated,1,111,307,17662,0,124
323020,Medicine Lake,Shield,1060,United States,Canada and Western USA,USA (California),41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,254,120685,3,840
221330,Mega Basalt Field,Pyroclastic cone,Unknown,Ethiopia-Kenya,Africa and Red Sea,Africa (northeastern) and Red Sea,4.063,37.488,1111,Rift zone / Intermediate crust (15-25 km),Evidence Credible,2815,2815,7605,119999,0,0
283262,Megata,Maar(s),-2050,Japan,"Japan, Taiwan, Marianas",Honshu,39.95,139.73,291,Subduction zone / Continental crust (>25 km),Eruption Dated,1854,3577,81218,1205440,0,392
225050,Meidob Volcanic Field,Pyroclastic cone,-2950,Sudan,Africa and Red Sea,Africa (northern),15.32,26.47,2000,Intraplate / Continental crust (>25 km),Eruption Dated,5140,5140,5140,24193,0,729
390015,Melbourne,Stratovolcano,1892,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.35,164.7,2732,Intraplate / Continental crust (>25 km),Eruption Dated,0,0,0,0,1,10
263250,Merapi,Stratovolcano,2020,Indonesia,Indonesia,Java,-7.54,110.446,2910,Subduction zone / Continental crust (>25 km),Eruption Observed,49205,185849,4348473,24728414,88,360
263240,Merbabu,Stratovolcano,1797,Indonesia,Indonesia,Java,-7.454,110.44,3118,Subduction zone / Continental crust (>25 km),Eruption Observed,19996,249747,3019783,25096234,4,360
222160,Meru,Stratovolcano,1910,Tanzania,Africa and Red Sea,Africa (eastern),-3.25,36.75,4565,Rift zone / Continental crust (>25 km),Eruption Observed,0,2506,828942,2375631,3,0
212020,Methana,Lave dome,-258,Greece,Mediterranean and Western Asia,Greece,37.615,23.336,760,Subduction zone / Continental crust (>25 km),Eruption Observed,152,1683,48917,4220783,1,300
358040,Michinmahuida,Stratovolcano,1835,Chile,South America,Southern Chile and Argentina,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Eruption Observed,0,9,7989,64498,7,152
341060,Michoacan-Guanajuato,Pyroclastic cone,1952,Mexico,México and Central America,Mexico,19.85,-101.75,3860,Subduction zone / Continental crust (>25 km),Eruption Observed,5783287,5783287,5783287,5783287,3,484
283080,Midagahara,Stratovolcano,1839,Japan,"Japan, Taiwan, Marianas",Honshu,36.571,137.59,2621,Subduction zone / Continental crust (>25 km),Eruption Observed,401,521,143935,4455560,3,392
284041,Mikurajima,Stratovolcano,-4100,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,293,293,4551,25466,0,392
320120,Milbanke Sound Group,Pyroclastic cone,Unknown,Canada,Canada and Western USA,Canada,52.5,-128.73,335,Intraplate / Continental crust (>25 km),Evidence Credible,574,574,574,2792,0,124
290161,Milna,Stratovolcano,1914,Russia,Kuril Islands,Kuril Islands,46.815,151.786,1504,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,43,47,49,188,6,643
212030,Milos,Stratovolcano,140,Greece,Mediterranean and Western Asia,Greece,36.699,24.439,751,Subduction zone / Continental crust (>25 km),Eruption Dated,6688,7389,9851,73100,0,300
284131,Minami-Hiyoshi,Submarine,1975,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,26,6,392
345030,Miravalles,Stratovolcano,1946,Costa Rica,México and Central America,Costa Rica,10.748,-85.153,2028,Subduction zone / Continental crust (>25 km),Eruption Observed,79,7492,61875,757945,1,188
284040,Miyakejima,Stratovolcano,2010,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1848,3189,3474,95663,25,392
357130,Mocho-Choshuenco,Stratovolcano,1937,Chile,South America,Central Chile and Argentina,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Eruption Observed,81,789,16633,401631,2,152
311111,Moffett,Stratovolcano,-1600,United States,Alaska,Aleutian Islands,51.944,-176.747,1196,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,0,0,0,0,0,840
352005,Mojanda,Stratovolcano,Unknown,Ecuador,South America,Ecuador,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Evidence Uncertain,173,15510,480382,3071030,0,218
344110,Mombacho,Stratovolcano,Unknown,Nicaragua,México and Central America,Nicaragua,11.826,-85.968,1344,Subduction zone / Continental crust (>25 km),Unrest / Holocene,656,56671,621451,2709304,2,558
344090,Momotombo,Stratovolcano,2016,Nicaragua,México and Central America,Nicaragua,12.423,-86.539,1270,Subduction zone / Continental crust (>25 km),Eruption Observed,100,1851,98583,3569021,20,558
323110,Mono Lake Volcanic Field,Pyroclastic cone,1790,United States,Canada and Western USA,USA (California),38.0,-119.03,2121,Rift zone / Continental crust (>25 km),Eruption Dated,1066,1066,1491,65028,4,840
323120,Mono-Inyo Craters,Lave dome,1380,United States,Canada and Western USA,USA (California),37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Eruption Dated,558,7393,9048,82160,2,840
390081,Montagu Island,Shield,2007,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-58.445,-26.374,1370,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,2,826
390017,Morning,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-78.5,163.53,2723,Intraplate / Continental crust (>25 km),Evidence Uncertain,0,0,0,0,0,10
257001,Motlav,Stratovolcano,Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-13.67,167.67,411,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,251,292,3768,7490,0,548
290100,Moyorodake [Medvezhia],Stratovolcano,1999,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.389,148.838,1124,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,11,42,600,4333,5,0
342130,Moyuta,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.03,-90.1,1662,Subduction zone / Continental crust (>25 km),Evidence Credible,3457,15469,394687,7064437,0,320
223060,Muhavura,Stratovolcano,Unknown,Uganda-Rwanda,Africa and Red Sea,Africa (central),-1.383,29.678,4103,Rift zone / Continental crust (>25 km),Evidence Credible,10680,197162,1189226,10833809,0,0
252021,Mundua,Complex,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-4.624,149.339,171,Subduction zone / Continental crust (>25 km),Evidence Credible,489,501,6406,9419,0,598
263251,Muria,Stratovolcano,-160,Indonesia,Indonesia,Java,-6.62,110.88,1625,Subduction zone / Continental crust (>25 km),Eruption Dated,212,7653,1587867,13061031,0,360
300060,Mutnovsky,Complex,2000,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.449,158.196,2288,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,97,250858,21,643
284070,Myojinsho,Submarine,1970,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,242,23,392
283100,Myokosan,Stratovolcano,-750,Japan,"Japan, Taiwan, Marianas",Honshu,36.891,138.114,2454,Subduction zone / Continental crust (>25 km),Eruption Dated,1563,11033,561142,4118863,0,392
245030,Nabukelevu,Lave dome,1660,Fiji,New Zealand to Fiji,Fiji Islands,-19.12,177.98,805,Subduction zone / Crustal thickness unknown,Eruption Dated,269,1379,4523,21730,1,242
282040,Nakanoshima,Stratovolcano,1914,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,137,170,364,14037,2,392
222040,Namarunu,Shield,-6550,Kenya,Africa and Red Sea,Africa (eastern),1.98,36.43,817,Rift zone / Continental crust (>25 km),Eruption Dated,47,537,7073,186674,0,404
283141,Nantaisan,Stratovolcano,-9540,Japan,"Japan, Taiwan, Marianas",Honshu,36.765,139.491,2486,Subduction zone / Continental crust (>25 km),Eruption Dated,781,12768,128931,11079746,0,392
341095,Naolinco Volcanic Field,Pyroclastic cone,-1200,Mexico,México and Central America,Mexico,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Eruption Dated,108824,108824,739767,4184323,0,484
283200,Naruko,Caldera,837,Japan,"Japan, Taiwan, Marianas",Honshu,38.729,140.734,470,Subduction zone / Continental crust (>25 km),Eruption Observed,54771,54771,210262,4417058,0,392
283150,Nasudake,Stratovolcano,1963,Japan,"Japan, Taiwan, Marianas",Honshu,37.125,139.963,1915,Subduction zone / Continental crust (>25 km),Eruption Observed,639,5802,298717,5725203,10,392
273082,Natib,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Luzon,14.72,120.4,1253,Subduction zone / Continental crust (>25 km),Evidence Uncertain,450,4977,1050509,25524080,0,608
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed,408,408,983,9884,15,218
344070,"Negro, Cerro",Pyroclastic cone,1999,Nicaragua,México and Central America,Nicaragua,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Eruption Observed,1690,10243,296320,3540933,24,558
